transaction_id,date_time,risk_score,rules_triggered,ai_reasoning,data_used,action_taken,investigator_decision,final_outcome
TXN_272271,2026-09-18 12:10:45 UTC,0.0299,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.030),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 33.31, ""amount_in_usd"": 33.31}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_181680,2026-09-18 12:10:45 UTC,0.0636,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.064),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 79.68, ""amount_in_usd"": 79.68}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_899772,2026-09-18 12:10:45 UTC,0.0256,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.026),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 71.07, ""amount_in_usd"": 71.07}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_507668,2026-09-18 12:10:45 UTC,0.0213,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.021),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 27.53, ""amount_in_usd"": 27.53}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_195046,2026-09-18 12:10:45 UTC,0.0634,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.063),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 54.41, ""amount_in_usd"": 54.41}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_115248,2026-09-18 12:10:45 UTC,0.0300,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.030),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 46.76, ""amount_in_usd"": 46.76}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_743569,2026-09-18 12:10:45 UTC,0.0440,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.044),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 17.54, ""amount_in_usd"": 17.54}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_504132,2026-09-18 12:10:45 UTC,0.0510,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.051),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 65.03, ""amount_in_usd"": 65.03}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_144040,2026-09-18 12:10:45 UTC,0.0728,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.073),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 2.07, ""amount_in_usd"": 2.07}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_182224,2026-09-18 12:10:45 UTC,0.0473,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.047),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 32.13, ""amount_in_usd"": 32.13}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_545629,2026-09-18 12:10:45 UTC,0.0583,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.058),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 4.81, ""amount_in_usd"": 4.81}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_776915,2026-09-18 12:10:45 UTC,0.1262,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.126),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 183.59, ""amount_in_usd"": 183.59}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_151271,2026-09-18 12:10:45 UTC,0.0437,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.044),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 7.98, ""amount_in_usd"": 7.98}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_972533,2026-09-18 12:10:45 UTC,0.0326,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.033),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 22.22, ""amount_in_usd"": 22.22}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_832799,2026-09-18 12:10:45 UTC,0.0519,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.052),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 99.66, ""amount_in_usd"": 99.66}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_507768,2026-09-18 12:10:45 UTC,0.0200,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.020),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 110.88, ""amount_in_usd"": 110.88}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_814897,2026-09-18 12:10:45 UTC,0.0136,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.014),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 16.18, ""amount_in_usd"": 16.18}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_955599,2026-09-18 12:10:45 UTC,0.0168,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.017),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 26.59, ""amount_in_usd"": 26.59}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_229870,2026-09-18 12:10:45 UTC,0.0173,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.017),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 11.54, ""amount_in_usd"": 11.54}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_271609,2026-09-18 12:10:45 UTC,0.0454,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.045),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 180.46, ""amount_in_usd"": 180.46}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_506547,2026-09-18 12:10:45 UTC,0.0210,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.021),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 45.77, ""amount_in_usd"": 45.77}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_163370,2026-09-18 12:10:45 UTC,0.0093,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.009),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 37.18, ""amount_in_usd"": 37.18}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_996230,2026-09-18 12:10:45 UTC,0.0566,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.057),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 3.51, ""amount_in_usd"": 3.51}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_739042,2026-09-18 12:10:45 UTC,0.0546,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.055),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 217.18, ""amount_in_usd"": 217.18}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_956005,2026-09-18 12:10:45 UTC,0.0325,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.033),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 23.62, ""amount_in_usd"": 23.62}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_189558,2026-09-18 12:10:45 UTC,0.0942,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.094),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 448.08, ""amount_in_usd"": 448.08}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_704083,2026-09-18 12:10:45 UTC,0.0174,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.017),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 97.09, ""amount_in_usd"": 97.09}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_658688,2026-09-18 12:10:45 UTC,0.0514,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.051),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 131.87, ""amount_in_usd"": 131.87}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_995356,2026-09-18 12:10:45 UTC,0.0202,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.020),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 20.09, ""amount_in_usd"": 20.09}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_978828,2026-09-18 12:10:45 UTC,0.0482,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.048),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 253.62, ""amount_in_usd"": 253.62}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_353296,2026-09-18 12:10:45 UTC,0.0349,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.035),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 38.8, ""amount_in_usd"": 38.8}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_125704,2026-09-18 12:10:45 UTC,0.0273,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.027),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 58.9, ""amount_in_usd"": 58.9}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_151819,2026-09-18 12:10:45 UTC,0.8550,No high-risk rules triggered,Model strongly flags this transaction with no strong anomaly indicators (score 0.855),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 375.89, ""amount_in_usd"": 375.89}",Flagged for review,Pending review,Awaiting investigator
TXN_990009,2026-09-18 12:10:45 UTC,0.0772,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.077),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 47.25, ""amount_in_usd"": 47.25}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_133666,2026-09-18 12:10:45 UTC,0.0983,"Unusual hour (night, outside 06:00-22:00); Weekend transaction","Model finds this transaction low risk due to occurred at night, weekend timing (score 0.098)","{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 7.07, ""amount_in_usd"": 7.07}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_450703,2026-09-18 12:10:45 UTC,0.0259,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.026),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 11.43, ""amount_in_usd"": 11.43}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_872461,2026-09-18 12:10:45 UTC,0.0388,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.039),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 11.75, ""amount_in_usd"": 11.75}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_523145,2026-09-18 12:10:45 UTC,0.0075,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.007),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 12.81, ""amount_in_usd"": 12.81}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_178978,2026-09-18 12:10:45 UTC,0.0657,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.066),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 62.96, ""amount_in_usd"": 62.96}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_924387,2026-09-18 12:10:45 UTC,0.0438,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.044),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 12.0, ""amount_in_usd"": 12.0}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_885244,2026-09-18 12:10:45 UTC,0.0904,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.090),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 180.39, ""amount_in_usd"": 180.39}",No action (low risk cleared),Pending review,Awaiting investigator
